date,title,link,content
2023-11-14 11:58:53,"與 ""한동훈 겨냥한 민주당 막말, 정치 퇴보의 진짜 원인""",https://n.news.naver.com/mnews/article/001/0014329362?sid=100,
2023-11-14 08:52:09,"한동훈에 떼로 덤비는 野…""그닥 어린 놈도 아닌 정치를 후지게 만드는 너""",https://n.news.naver.com/mnews/article/029/0002836797?sid=100,
2023-11-14 15:31:01,"한동훈 ""민주당 하루에 한 명씩 탄핵하나…정치적 계산으로 남발"" [현장영상]",https://n.news.naver.com/mnews/article/437/0000367020?sid=100,
2023-11-15 11:21:01,"‘불출마’ 민주당 강민정 의원 “정치·경제 퇴행, 민주당 책임 없다 할 수 없어”",https://n.news.naver.com/mnews/article/032/0003261345?sid=100,
2023-11-14 16:30:01,"유정주, 두 살 많은 한동훈에 ""정치 후지게 만드는 너"" 릴레이 비난",https://n.news.naver.com/mnews/article/656/0000069337?sid=100,
2023-11-14 21:45:09,"선관위, 회사 돈 정치자금으로 기부한 대표·이사 고발",https://n.news.naver.com/mnews/article/056/0011602229?sid=100,
2023-11-13 23:23:01,‘험지 출마’ 압박에 장제원 “알량한 정치인생 연장하며 서울 안 가”,https://n.news.naver.com/mnews/article/366/0000947230?sid=100,
2023-11-13 14:49:01,"이상헌 의원 ""기소의견은 정치적 의도 의심.. 명예훼손 고소로 대응""",https://n.news.naver.com/mnews/article/014/0005099931?sid=100,
2023-11-14 15:00:15,"한동훈 ""민주당 하루에 한명씩 탄핵 추진…정치적 계산으로 남발""",https://n.news.naver.com/mnews/article/008/0004961505?sid=102,
2023-11-13 10:24:03,"이재명 ""尹, 거부권 행사 정치 그만하고 방송법 즉각 수용해야""",https://n.news.naver.com/mnews/article/448/0000435849?sid=100,
2023-11-14 11:42:20,"민주당 ""윤 대통령, 정치중립 어긴 검찰총장 해임하거나 공개 경고해야""",https://n.news.naver.com/mnews/article/214/0001311736?sid=100,
2023-11-13 14:09:05,"민형배 ""한동훈 같은 XX들이 정치 후지게 해"" 정치권 '어린 X' 공방",https://n.news.naver.com/mnews/article/014/0005099898?sid=100,
2023-11-14 11:43:09,강기정 “김포 서울 편입은 실현 가능성 없는 정치쇼”,https://n.news.naver.com/mnews/article/021/0002604967?sid=102,
2023-11-13 20:46:01,"민주 민형배 “정치 후지게 한 건 한동훈 같은 XX, 어이없다”",https://n.news.naver.com/mnews/article/021/0002604866?sid=100,
2023-11-14 16:22:05,장제원 “서울 안 가”… 황보승희 “알량한 정치 대대손손 하시라”,https://n.news.naver.com/mnews/article/023/0003799085?sid=100,
2023-11-13 13:03:01,"이재명 “尹, ‘거부권 정치’ 그만하고 방송법 즉각 수용해야”",https://n.news.naver.com/mnews/article/022/0003874390?sid=100,
2023-11-15 12:16:23,검찰 '기자 명예훼손 1심 무죄' 최강욱 2심서 징역 10개월 구형,https://n.news.naver.com/mnews/article/001/0014332044?sid=102,
2023-11-14 11:28:01,홍익표 “주식 양도세·상속세 완화는 무책임한 던지기식 정치”,https://n.news.naver.com/mnews/article/032/0003261073?sid=100,
2023-11-13 12:24:01,"민형배 ""정치 후지게 한 건 한동훈 같은 XX""... '어린놈' 공방 가열",https://n.news.naver.com/mnews/article/469/0000769948?sid=100,
2023-11-14 14:08:03,"한동훈 ""민주당, 하루 한 명씩 탄핵 추진…남는 장사라는 정치적 계산""",https://n.news.naver.com/mnews/article/586/0000067657?sid=102,
2023-11-14 10:28:08,"장제원, '험지 출마' 사실상 거부 ""알량한 정치인생 연장하며 서울 가지 않겠다""",https://n.news.naver.com/mnews/article/088/0000845797?sid=100,
2023-11-13 21:45:03,장제원 “정치인생 연장하며 서울 안가”…‘험지 출마’ 요구에 선그어,https://n.news.naver.com/mnews/article/018/0005619066?sid=101,
2023-11-14 16:42:03,"이상휘 전 춘추관장, 내년 총선 포항남·울릉 출마 선언…""힘 있는 정치 할 것""",https://n.news.naver.com/mnews/article/629/0000249049?sid=102,
2023-11-14 15:49:26,"盧국밥집서 만난 김동연·강기정 ""김포 서울편입은 정치 속임수""",https://n.news.naver.com/mnews/article/025/0003321455?sid=100,
2023-11-13 11:22:03,‘어린놈’ 이어 ‘정치 후지게 만든 XX’…한동훈 향해 거칠어지는 野의 입,https://n.news.naver.com/mnews/article/022/0003874358?sid=100,
2023-11-15 11:46:01,"'어린놈' 송영길 직격한 류호정 ""인간이 좀 덜된 것 아닌가""",https://n.news.naver.com/mnews/article/015/0004914315?sid=100,
2023-11-14 14:36:03,강기정·김동연 “김포 서울편입은 지방 죽이기·선거용 정치쇼” 한목소리,https://n.news.naver.com/mnews/article/081/0003408510?sid=102,
2023-11-15 10:07:04,"민주당 의원 30명 ""위성정당 방지법 당론 촉구"" [뉴시스Pic]",https://n.news.naver.com/mnews/article/003/0012210083?sid=100,
2023-11-14 16:56:07,광주 찾은 김동연“김포 서울시 편입은 총선 앞둔 정치 속임수”,https://n.news.naver.com/mnews/article/468/0001002144?sid=102,
2023-11-15 16:31:14,"류호정, 송영길 '어린 놈'에 ""인간이 덜 된 것 아닌가 생각""",https://n.news.naver.com/mnews/article/003/0012211640?sid=100,
2023-11-14 13:24:04,"“서울 안간다”는 장제원에, 황보승희 “알량한 정치 혼자 살아라”",https://n.news.naver.com/mnews/article/025/0003321434?sid=100,
2023-11-14 17:14:03,[1분핫뉴스] 누가 더 정치를 후지게 만들었나,https://n.news.naver.com/mnews/article/055/0001105814?sid=100,
2023-11-13 22:01:10,"한동훈 비판 발언 공방…여 ""정치사 욕되게 해"" 야 ""정치 후지게 하는 xx""",https://n.news.naver.com/mnews/article/003/0012207003?sid=100,
